storename,storecontract,storeid,storeaddress,storecity,storestate,storezip,storephone,storecountry,latlonlocation,latlonlocationdv
CARQUEST,CarQuest,101051,721 5TH,FT LUPTON,CO,80621,3038572333,USA,"40.0843809,-104.8099409","40.0843809,-104.8099409"
CARQUEST,CarQuest,101052,3030 OSGOOD COURT,FREMONT,CA,94539,5106561656,USA,"37.5152309,-121.9440225","37.5152309,-121.9440225"
CARQUEST,CarQuest,101053,7051 COMMERCE CIRCLE,PLEASANTON,CA,94588,9252250105,USA,"37.6981648,-121.9153987","37.6981648,-121.9153987"
CARQUEST,CarQuest,101054,419B SOUTH JEFFERSON ST,FREDERICK,MD,21701,3016209411,USA,"39.407556,-77.4320735","39.407556,-77.4320735"
CARQUEST,CarQuest,101055,363 WARRENTON RD,FREDERICKSBURG,VA,22405,5403741213,USA,"38.3376219,-77.4873377","38.3376219,-77.4873377"
CARQUEST,CarQuest,101056,4442 LAFAYETTE BLVD,FREDERICKSBURG,VA,22408,5408982077,USA,"38.2581423,-77.4953358","38.2581423,-77.4953358"
CARQUEST,CarQuest,101057,40 BISHOP DRIVE,FREDERICTON,NB,E3B 5C8,5064589731,CAN,"45.945848,-66.6930584","45.945848,-66.6930584"
CARQUEST,CarQuest,101058,3515  E.TULARE STREET,FRESNO,CA,93702,5592662084,USA,"36.7434802,-119.765133","36.7434802,-119.765133"
CARQUEST,CarQuest,101059,1000 MONMOUTH BLVD,GALESBURG,IL,61401,3093440400,USA,"40.9397021,-90.3859819","40.9397021,-90.3859819"
CARQUEST,CarQuest,101060,138 BENNETT DRIVE,GANDER,NL,A1V 2E4,7096513524,CAN,"48.9528951,-54.6022468","48.9528951,-54.6022468"
CARQUEST,CarQuest,101061,624 GARRISONVILLE ROAD,GARRISONVILLE,VA,22554,5406594094,USA,"38.4738089,-77.4430369","38.4738089,-77.4430369"
CARQUEST,CarQuest,101062,334 GUELPH ST.,GEORGETOWN,ON,L7G 4B5,9058775161,CAN,"43.6488111,-79.8871259","43.6488111,-79.8871259"
CARQUEST,CarQuest,101063,435 KLEIN AVE,GLASGOW,MT,59230,4062289381,USA,"48.1959271,-106.6346505","48.1959271,-106.6346505"
CARQUEST,CarQuest,101064,316 SUNCOAST DR E,GODERICH,ON,N7A 4N7,5195241966,CAN,"43.7319909,-81.693765","43.7319909,-81.693765"
CARQUEST,CarQuest,101065,1308 N WILLIAMS STREET,GOLDSBORO,NC,27533,9197340832,USA,"35.3999962,-77.9855975","35.3999962,-77.9855975"
CARQUEST,CarQuest,101066,10 CLAVETTE ST,GRAND FALLS,NB,E3Y 3W5,5064758122,CAN,"47.0560526,-67.7522747","47.0560526,-67.7522747"
CARQUEST,CarQuest,101067,23 HARDY AVE,GRAND FALLS WINDSOR,NF,A2A 2P8,7094897728,CAN,"48.951577,-55.6410807","48.951577,-55.6410807"
CARQUEST,CarQuest,101068,2824 SOUTH LOCUST,GRAND ISLAND,NE,68801,3083982130,USA,"40.8941028,-98.3405453","40.8941028,-98.3405453"
CARQUEST,CarQuest,101069,525 NE E STREET,GRANTS PASS,OR,97526,5414797524,USA,"42.439167,-123.3204368","42.439167,-123.3204368"
CARQUEST,CarQuest,101070,5307 W. MARKET STREET,GREENSBORO,NC,27409,3362945630,USA,"36.0708176,-79.8834515","36.0708176,-79.8834515"
CARQUEST,CarQuest,101071,2305 11 AVE SOUTH,GREAT FALLS,MT,59405,4064528555,USA,"47.493478,-111.2673356","47.493478,-111.2673356"
CARQUEST,CarQuest,101072,3700 KEMPT ROAD,HALIFAX,NS,B3K 4X8,9024938344,CAN,"44.6625558,-63.6194467","44.6625558,-63.6194467"
CARQUEST,CarQuest,101073,1130 NORTH FIRST,HAMILTON,MT,59840,4063633113,USA,"46.2602336,-114.1568058","46.2602336,-114.1568058"
CARQUEST,CarQuest,101074,401 PARKDALE AVE N,HAMILTON,ON,L8H 5Y4,9055442881,CAN,"43.24761,-79.7877325","43.24761,-79.7877325"
CARQUEST,CarQuest,101075,1249 STONECHURCH UNIT RD E7&8,HAMILTON,ON,L8W 2C6,9053182002,CAN,,
CARQUEST,CarQuest,101076,430 SOUTH MAIN STREET,HARLEM,MT,59526,4063532751,USA,"48.5276038,-108.7880155","48.5276038,-108.7880155"
CARQUEST,CarQuest,101077,60 E ROCK STREET,HARRISONBURG,VA,22802,5404344418,USA,"38.4524786,-78.8670156","38.4524786,-78.8670156"
CARQUEST,CarQuest,101078,114 CONCESSION STREET N,HAVELOCK,ON,K0L 1Z0,7057783306,CAN,"44.436101,-77.893492","44.436101,-77.893492"
CARQUEST,CarQuest,101079,101 SECOND ST.,HAVRE,MT,59501,4062652231,USA,"48.553172,-109.681139","48.553172,-109.681139"
CARQUEST,CarQuest,101080,2429 HAYES ROAD,HAYES,VA,23072,8046422172,USA,"37.2767628,-76.5027097","37.2767628,-76.5027097"
CARQUEST,CarQuest,101081,2328 N MONTANA AVE,HELENA,MT,59601,4064420042,USA,"46.608346,-112.0212901","46.608346,-112.0212901"
CARQUEST,CarQuest,101082,7725 COMMERCIAL WAY STE 125,HENDERSON,NV,89011,7025670700,USA,"36.0487868,-115.0214834","36.0487868,-115.0214834"
CARQUEST,CarQuest,101083,235 A SW OAK ST.,HILLSBORO,OR,97123,5036482196,USA,"45.5191263,-122.991997","45.5191263,-122.991997"
CARQUEST,CarQuest,101084,3726 LAKE ST,HOMER,AK,99603,9072356491,USA,"59.6443504,-151.5243318","59.6443504,-151.5243318"
CARQUEST,CarQuest,101085,122 W FIRST ST,HUTCHINSON,KS,67501,6206632000,USA,"38.0537458,-97.9348565","38.0537458,-97.9348565"
CARQUEST,CarQuest,101086,45460 FARGO STREET,INDIO,CA,92201,7603473641,USA,"33.7180343,-116.2165261","33.7180343,-116.2165261"
CARQUEST,CarQuest,101087,16080 ARROW HWY,IRWINDALE,CA,91706,6268141571,USA,"34.1065504,-117.9323145","34.1065504,-117.9323145"
CARQUEST,CarQuest,101088,4639 MCWIILIE DR,JACKSON,MS,39206,6013625431,USA,"32.3569755,-90.1541069","32.3569755,-90.1541069"
CARQUEST,CarQuest,101089,"1202 U.S. HWY 70, EAST",NEW BERN,NC,28560,2526376108,USA,"35.0780753,-77.0290035","35.0780753,-77.0290035"
CARQUEST,CarQuest,101090,535 WEST IDAHO ST,KALISPELL,MT,59901,4067553659,USA,"48.201203,-114.323683","48.201203,-114.323683"
CARQUEST,CarQuest,101091,8720 NW 63RD ST,PARKVILLE,MO,64152,8165876100,USA,"39.2091909,-94.683026","39.2091909,-94.683026"
CARQUEST,CarQuest,101092,7806 E WINNER,KANSAS CITY,MO,64125,8162415717,USA,"39.106345,-94.4907949","39.106345,-94.4907949"
CARQUEST,CarQuest,101093,"2119 AVENUE ""A""",KEARNEY,NE,68847,3082372247,USA,"40.6972924,-99.0798743","40.6972924,-99.0798743"
CARQUEST,CarQuest,101094,106 S. WILLOW,KENAI,AK,99611,9072837516,USA,"60.5593549,-151.2516583","60.5593549,-151.2516583"
CARQUEST,CarQuest,101095,2620 JUNCTION HWY,KERRVILLE,TX,78028,8303675712,USA,"30.0729679,-99.2058712","30.0729679,-99.2058712"
CARQUEST,CarQuest,101096,809 MITCHELL STREET,KINSTON,NC,28501,2525271134,USA,"35.2699558,-77.5837249","35.2699558,-77.5837249"
CARQUEST,CarQuest,101097,1027 KING ST. EAST,KITCHENER,ON,N2G 2N1,5197433664,CAN,"43.4419013,-80.4728899","43.4419013,-80.4728899"
CARQUEST,CarQuest,101098,2725 NORTH WRIGHT ROAD,ALCOA,TN,37701,8659709273,USA,"35.8193399,-83.9783811","35.8193399,-83.9783811"
CARQUEST,CarQuest,101099,324 SHELIKOF,KODIAK,AK,99615,9074863239,USA,"57.7878099,-152.4129528","57.7878099,-152.4129528"
CARQUEST,CarQuest,101100,901 MONITOR ST.,LA CROSSE,WI,54603,6087828180,USA,"43.8290038,-91.2434599","43.8290038,-91.2434599"
CARQUEST,CarQuest,101101,9109 W. OGDEN AVE.,BROOKFIELD,IL,60513,7083542195,USA,"41.8166552,-87.8496807","41.8166552,-87.8496807"
CARQUEST,CarQuest,101102,10213 MAIN STREET,LAMONT,CA,93241,6618450771,USA,"35.2623471,-118.9140597","35.2623471,-118.9140597"
CARQUEST,CarQuest,101103,820 WEST MAIN ST,LANSDALE,PA,19446,2158556308,USA,"40.2470344,-75.2934007","40.2470344,-75.2934007"
CARQUEST,CarQuest,101104,448 NORTH SAGINAW,LAPEER,MI,48446,8106645996,USA,"43.056181,-83.3089737","43.056181,-83.3089737"
CARQUEST,CarQuest,101105,1500 BOULDER CITY PARKWAY,BOULDER CITY,NV,89005,7022931368,USA,"35.9700429,-114.8543872","35.9700429,-114.8543872"
CARQUEST,CarQuest,101106,3738 BOULDER HWY.,LAS VEGAS,NV,89121,7026418282,USA,"36.1380367,-115.0939987","36.1380367,-115.0939987"
CARQUEST,CarQuest,101107,3030 EAST SAHARA,LAS VEGAS,NV,89104,7024571123,USA,"36.1449629,-115.1087778","36.1449629,-115.1087778"
CARQUEST,CarQuest,101108,3341 INDUSTRIAL RD,LAS VEGAS,NV,89109,7027351896,USA,"36.1289301,-115.1753448","36.1289301,-115.1753448"
CARQUEST,CarQuest,101109,1715 N DECATUR BLVD,LAS VEGAS,NV,89108,7026462111,USA,"36.1893827,-115.2069961","36.1893827,-115.2069961"
CARQUEST,CarQuest,101110,3161 N. NELLIS BLVD,LAS VEGAS,NV,89115,7026441011,USA,"36.2174781,-115.0626777","36.2174781,-115.0626777"
CARQUEST,CarQuest,101111,1301 E CALVADA BLVD,PAHRUMP,NV,89048,7757274330,USA,"36.191023,-115.9906808","36.191023,-115.9906808"
CARQUEST,CarQuest,101112,2111 S RAINBOW BLVD,LAS VEGAS,NV,89146,7022285800,USA,"36.148113,-115.243793","36.148113,-115.243793"
CARQUEST,CarQuest,101113,5090 WEST PATRICK LANE,LAS VEGAS,NV,89118,7023827784,USA,"36.0793947,-115.2107304","36.0793947,-115.2107304"
CARQUEST,CarQuest,101114,8751 FREESTATE DRIVE,LAUREL,MD,20723,3016040671,USA,"39.1305969,-76.8228111","39.1305969,-76.8228111"
CARQUEST,CarQuest,101115,1830 W 6TH STREET,LAWRENCE,KS,66044,7858411830,USA,"38.9735658,-95.2568951","38.9735658,-95.2568951"
CARQUEST,CarQuest,101116,207 FIRST AVE S,LEWISTOWN,MT,59457,4065385441,USA,"47.0664351,-109.4225847","47.0664351,-109.4225847"
CARQUEST,CarQuest,101117,4340 NORTH 60TH STREET,LINCOLN,NE,68507,4024675361,USA,"40.8567298,-96.6382527","40.8567298,-96.6382527"
CARQUEST,CarQuest,101118,36 VICTORIA AVE SOUTH,LINDSAY,ON,K9V 3C8,7053243566,CAN,"44.3509648,-78.7392133","44.3509648,-78.7392133"
CARQUEST,CarQuest,101119,140 CAPITOL BEACH RD,LINCOLN,NE,68528,4024750010,USA,"40.8143679,-96.7389607","40.8143679,-96.7389607"
CARQUEST,CarQuest,101120,501 WEST PARK ST,LIVINGSTON,MT,59047,4062221410,USA,"45.6594795,-110.5657033","45.6594795,-110.5657033"
CARQUEST,CarQuest,101121,246 HORTON ST E,LONDON,ON,N6A 4L6,5196799600,CAN,"42.9803,-81.2442","42.9803,-81.2442"
CARQUEST,CarQuest,101122,430 FIRST ST,LONDON,ON,N5W 4N1,5194519330,CAN,"43.0015191,-81.1947938","43.0015191,-81.1947938"
CARQUEST,CarQuest,101123,1510 FANSHAWE PARK RD W UNIT 1,LONDON,ON,N6H 5L8,5194744188,CAN,"43.0092863,-81.3401993","43.0092863,-81.3401993"
CARQUEST,CarQuest,101124,4300 WELLINGTON ROAD SOUTH,LONDON,ON,N6E 2Z7,5196686269,CAN,"42.9196,-81.2093","42.9196,-81.2093"
CARQUEST,CarQuest,101125,1555 S. OXNARD BLVD,OXNARD,CA,93030,8054870447,USA,"34.1843311,-119.1710898","34.1843311,-119.1710898"
CARQUEST,CarQuest,101126,10452 MAGNOLIA BLVD,NORTH HOLLYWOOD,CA,91601,8185087211,USA,"34.164623,-118.3590241","34.164623,-118.3590241"
CARQUEST,CarQuest,101127,38333 6TH STREET EAST,PALMDALE,CA,93550,6619472114,USA,"34.5782184,-118.1183485","34.5782184,-118.1183485"
CARQUEST,CarQuest,101128,21515 SOLEDAD CANYON RD #101,SANTA CLARITA,CA,91350,6612592552,USA,"34.4170597,-118.5129446","34.4170597,-118.5129446"
CARQUEST,CarQuest,101129,14939 OXNARD STREET,VAN NUYS,CA,91411,8187868080,USA,"34.180028,-118.4588979","34.180028,-118.4588979"
CARQUEST,CarQuest,101130,358 NEVADA AVE,LOVELL,WY,82431,3075482219,USA,"44.8381181,-108.3896561","44.8381181,-108.3896561"
CARQUEST,CarQuest,101131,506 SACKVILLE DRIVE,LR SACKVILLE,NS,B4C 2R8,9028643800,CAN,"44.765877,-63.681944","44.765877,-63.681944"
CARQUEST,CarQuest,101132,920 EAST FIRST STREET,SANTA ANA,CA,92701,7149720332,USA,"33.7450878,-117.8573796","33.7450878,-117.8573796"
CARQUEST,CarQuest,101133,676 EAST MAIN ST,MALONE,NY,12953,5184836220,USA,"44.8508635,-74.2723446","44.8508635,-74.2723446"
CARQUEST,CarQuest,101134,10 SOUTH 3RD STREET EAST,MALTA,MT,59538,4066542321,USA,"48.3570756,-107.8742275","48.3570756,-107.8742275"
CARQUEST,CarQuest,101135,316 TUTTLE CREEK BLVD,MANHATTAN,KS,66502,7857769485,USA,"39.1823059,-96.557319","39.1823059,-96.557319"
CARQUEST,CarQuest,101136,560 DENISON ST UNIT #7,MARKHAM,ON,L3R 2M8,9054755501,CAN,"43.8237121,-79.3442751","43.8237121,-79.3442751"
CARQUEST,CarQuest,101137,35 FORSYTHE ROAD,MARMORA,ON,K0K 2M0,6134720303,CAN,"44.4828694,-77.6826085","44.4828694,-77.6826085"
CARQUEST,CarQuest,101138,123 NORTH MAIN,MARYVILLE,MO,64468,6605828146,USA,"40.3468209,-94.8726066","40.3468209,-94.8726066"
CARQUEST,CarQuest,101139,1614 NEW SMITHVILLE HWY,MCMINNVILLE,TN,37110,9314734424,USA,"35.8568872,-85.7979648","35.8568872,-85.7979648"
CARQUEST,CarQuest,101140,335 EAST MC ANDREWS AVE,MEDFORD,OR,97501,5417738456,USA,"42.3413725,-122.879266","42.3413725,-122.879266"
CARQUEST,CarQuest,101141,26 W 81ST AVE US 30,MERRILLVILLE,IN,46410,2197698481,USA,"41.4716216,-87.3379004","41.4716216,-87.3379004"
CARQUEST,CarQuest,101142,260 NORTH SANDHILL,MESQUITE,NV,89027,7023465249,USA,"36.8071372,-114.0640849","36.8071372,-114.0640849"
CARQUEST,CarQuest,101143,761 VINDIN STREET,MIDLAND,ON,L4R 4L9,7055264219,CAN,"44.75298,-79.9024278","44.75298,-79.9024278"
CARQUEST,CarQuest,101144,144 PLEASANT STREET,MIRAMICHI,NB,E1V 1Y1,5066223361,CAN,"46.9972425,-65.568413","46.9972425,-65.568413"
CARQUEST,CarQuest,101145,22385 MISSION BLVD,HAYWARD,CA,94541,5105811616,USA,"37.6737283,-122.0863631","37.6737283,-122.0863631"
CARQUEST,CarQuest,101146,5680 MISSION BLVD,RIVERSIDE,CA,92509,9516867070,USA,"33.9976035,-117.4091604","33.9976035,-117.4091604"
CARQUEST,CarQuest,101147,1020 H STREET,MODESTO,CA,95353,2095246671,USA,"37.6389101,-120.9970029","37.6389101,-120.9970029"
CARQUEST,CarQuest,101148,122 S MOLALLA AVE,MOLALLA,OR,97038,5038296192,USA,"45.1466426,-122.5779908","45.1466426,-122.5779908"
CARQUEST,CarQuest,101149,"140 EDMONTON AVE.,",MONCTON,NB,E1C3B9,5068538810,CAN,"46.0948445,-64.8022528","46.0948445,-64.8022528"
CARQUEST,CarQuest,101150,2304 WEST BROADWAY,MISSOULA,MT,59808,4067212852,USA,"46.8867461,-114.0256381","46.8867461,-114.0256381"
CARQUEST,CarQuest,101151,2125 E WASHINGTON,MOUNT PLEASANT,IA,52641,3193858018,USA,"40.9616809,-91.522905","40.9616809,-91.522905"
CARQUEST,CarQuest,101152,113 RICHMOND BLVD,NAPANEE,ON,K7R 3Z8,6133543343,CAN,"44.2641311,-76.9552406","44.2641311,-76.9552406"
CARQUEST,CarQuest,101153,64 NORTH 800 EAST,ST. GEORGE,UT,84770,4356736144,USA,"37.1091431,-113.5659215","37.1091431,-113.5659215"
CARQUEST,CarQuest,101154,8 CLEOPATRA DRIVE,NEPEAN,ON,K2G 0B3,6132259221,CAN,"45.3266654,-75.7206949","45.3266654,-75.7206949"
CARQUEST,CarQuest,101155,3020 BOWLARAMA DR.,NEW CASTLE,DE,19720,3026527278,USA,"39.7010036,-75.5535983","39.7010036,-75.5535983"
CARQUEST,CarQuest,101156,528 PINEOLA STREET,NEWLAND,NC,28657,8287339003,USA,"36.083323,-81.9293498","36.083323,-81.9293498"
CARQUEST,CarQuest,101157,570 STEVEN COURT,NEWMARKET,ON,L3Y 6Z2,9059540717,CAN,"44.0399732,-79.4551822","44.0399732,-79.4551822"
CARQUEST,CarQuest,101158,145 E. OLIVE,NEWPORT,OR,97365,5412652271,USA,"44.6366372,-124.0512125","44.6366372,-124.0512125"
CARQUEST,CarQuest,101159,201 S MERIDIAN,NEWTON,KS,67114,3162835268,USA,"38.0412633,-97.3726745","38.0412633,-97.3726745"
CARQUEST,CarQuest,101160,6100 THOROLD STONE ROAD,NIAGARA FALLS,ON,L2J 1A3,9053577878,CAN,"43.1147071,-79.096773","43.1147071,-79.096773"
CARQUEST,CarQuest,101161,320 N. SALCEDO ST.,NEW ORLEANS,LA,70119,5048222288,USA,"29.9702744,-90.0892425","29.9702744,-90.0892425"
CARQUEST,CarQuest,101162,1601 VETARANS HWY,METAIRIE,LA,70005,5048346080,USA,"30.0023665,-90.140554","30.0023665,-90.140554"
CARQUEST,CarQuest,101163,1376 HAMMOND ST,NORTH BAY,ON,P1B 2J3,7058401056,CAN,"46.3121216,-79.4447089","46.3121216,-79.4447089"
CARQUEST,CarQuest,101164,920 NORTH 2100 WEST,ST. GEORGE,UT,84770,4356733577,USA,"37.1394282,-113.6283682","37.1394282,-113.6283682"
CARQUEST,CarQuest,101165,1046 SPEERS RD UNIT 25,OAKVILLE,ON,L6L 2X4,9058443264,CAN,"43.4319806,-79.7027375","43.4319806,-79.7027375"
CARQUEST,CarQuest,101166,1531 MISSION AVE,OCEANSIDE,CA,92054,7607221964,USA,"33.201689,-117.3684221","33.201689,-117.3684221"
CARQUEST,CarQuest,101167,153 QUEEN STREET,NORTH SYDNEY,NS,B2A 3M1,9027944771,CAN,"46.2045744,-60.2535651","46.2045744,-60.2535651"
CARQUEST,CarQuest,101168,1115 WASHINGTON ST,BLAIR,NE,68008,4024264646,USA,"41.5433748,-96.1284077","41.5433748,-96.1284077"
CARQUEST,CarQuest,101169,10801 BLONDO,OMAHA,NE,68154,4024458800,USA,"41.277357,-96.081861","41.277357,-96.081861"
CARQUEST,CarQuest,101170,340 W. COLLINS AVE.,ORANGE,CA,92867,7145324777,USA,"33.8020832,-117.8561434","33.8020832,-117.8561434"
CARQUEST,CarQuest,101171,9304  GREENBACK  LANE,ORANGEVALE,CA,95662,9169880292,USA,"38.677719,-121.2066894","38.677719,-121.2066894"
CARQUEST,CarQuest,101172,13050 W COLONIAL DR,WINTER GARDEN,FL,34787,4079050466,USA,"28.5505212,-81.5761373","28.5505212,-81.5761373"
CARQUEST,CarQuest,101173,639 BLOOR ST WEST,OSHAWA,ON,L1J 5Y6,9057254755,CAN,"43.8740394,-78.8786545","43.8740394,-78.8786545"
CARQUEST,CarQuest,101174,2875 N JACKSON,OSHKOSH,WI,54901,9202333910,USA,"44.0533084,-88.5434579","44.0533084,-88.5434579"
CARQUEST,CarQuest,101175,1528 STAR TOP ROAD,OTTAWA,ON,K1B 3W6,6137495220,CAN,"45.4157352,-75.6165739","45.4157352,-75.6165739"
CARQUEST,CarQuest,101176,1040 3RD AVENUE E,OWEN SOUND,ON,N4K 2L2,5193767580,CAN,"44.568903,-80.9413794","44.568903,-80.9413794"
CARQUEST,CarQuest,101177,848 S COLONY AVE,PALMER,AK,99645,9077454442,USA,"61.5985433,-149.1153951","61.5985433,-149.1153951"
CARQUEST,CarQuest,101178,1030 RAILROAD,PASO ROBLES,CA,93446,8052381020,USA,"35.6253722,-120.6878825","35.6253722,-120.6878825"
CARQUEST,CarQuest,101179,6300 WESTFIELD AVE,PENNSAUKEN,NJ,08110,8566654901,USA,"39.9640002,-75.0563234","39.9640002,-75.0563234"
CARQUEST,CarQuest,101180,794 RYE STREET,PETERBOROUGH,ON,K9J 6W9,7057452476,CAN,"44.2798201,-78.344175","44.2798201,-78.344175"
CARQUEST,CarQuest,101181,5434 W GLENDALE,GLENDALE,AZ,85301,6239348611,USA,"33.5388604,-112.1764144","33.5388604,-112.1764144"
CARQUEST,CarQuest,101182,12801 GRAND AVE,SURPRISE,AZ,85374,6235838633,USA,"33.6266571,-112.3357095","33.6266571,-112.3357095"
CARQUEST,CarQuest,101183,13631 NORTH 32ND ST,PHOENIX,AZ,85032,6029711886,USA,"33.6110564,-112.0120422","33.6110564,-112.0120422"
CARQUEST,CarQuest,101184,19 YORK STREET,PICTON,ON,K0K 2T0,6134762173,CAN,"44.0071282,-77.1369705","44.0071282,-77.1369705"
CARQUEST,CarQuest,101185,1301 BRANCH,PLATTE CITY,MO,64079,8168585888,USA,"39.3626346,-94.7713146","39.3626346,-94.7713146"
CARQUEST,CarQuest,101186,4187 LAFAYETTE STREET,MARIANNA,FL,32446,8505262560,USA,"30.7819381,-85.2472215","30.7819381,-85.2472215"
CARQUEST,CarQuest,101187,577 WEST COULTER,POWELL,WY,82435,3077545129,USA,"44.749147,-108.7664498","44.749147,-108.7664498"
CARQUEST,CarQuest,101188,7201 GLENWOOD AVE - SUITE 100,RALEIGH,NC,27612,9197872625,USA,"35.8645013,-78.7159999","35.8645013,-78.7159999"
CARQUEST,CarQuest,101189,600 E WILLIAMS STREET,APEX,NC,27502,9193674190,USA,"35.7237902,-78.8470079","35.7237902,-78.8470079"
CARQUEST,CarQuest,101190,1610 AUTOMOTIVE WAY,RALEIGH,NC,27604,9198333001,USA,"35.7998488,-78.6238498","35.7998488,-78.6238498"
CARQUEST,CarQuest,101191,8730 FIDELITY BLVD,RALEIGH,NC,27617,9195710344,USA,"35.9011774,-78.7594043","35.9011774,-78.7594043"
CARQUEST,CarQuest,101192,608 GERMANTOWN ROAD,RALEIGH,NC,27607,9198511225,USA,"35.7884004,-78.7319144","35.7884004,-78.7319144"
CARQUEST,CarQuest,101193,3907 NEW BERN AVENUE,RALEIGH,NC,27610,9192551753,USA,"35.7996045,-78.5705146","35.7996045,-78.5705146"
CARQUEST,CarQuest,101194,3321 S WILMINGTON ST EXT,RALEIGH,NC,27603,9193290374,USA,"35.7343645,-78.6495811","35.7343645,-78.6495811"
CARQUEST,CarQuest,101195,1209 S. MAIN STREET,WAKE FOREST,NC,27587,9195568842,USA,"35.9635962,-78.5174235","35.9635962,-78.5174235"
CARQUEST,CarQuest,101196,10525  FOLSOM  BLVD,RANCHO CORDOVA,CA,95670,9163634846,USA,"38.5927814,-121.2963869","38.5927814,-121.2963869"
CARQUEST,CarQuest,101197,515 CAMBELL,RAPID CITY,SD,57701,6053482550,USA,"44.0792864,-103.1930057","44.0792864,-103.1930057"
CARQUEST,CarQuest,101198,7307 SOUTH BROADWAY,RED HOOK,NY,12571,8457581245,USA,"41.9844033,-73.8824269","41.9844033,-73.8824269"
CARQUEST,CarQuest,101199,990 SOUTH ROCK BLVD. SUITE D,RENO,NV,89502,7758571814,USA,"39.5012392,-119.7562666","39.5012392,-119.7562666"
CARQUEST,CarQuest,101200,8055 MECHANICSVILLE PIKE,MECHANICSVILLE,VA,23111,8047469328,USA,"37.60244,-77.373446","37.60244,-77.373446"
CARQUEST,CarQuest,101201,4408 WILLIAMSBURG RD,RICHMOND,VA,23231,8042221059,USA,"37.5182069,-77.353903","37.5182069,-77.353903"
CARQUEST,CarQuest,101202,11481 W. BROAD ST.,RICHMOND,VA,23233,8043602300,USA,"37.6509119,-77.6114648","37.6509119,-77.6114648"
CARQUEST,CarQuest,101203,4265 E. AIRPORT DRIVE,ONTARIO,CA,91761,9093909887,USA,"34.0633072,-117.559261","34.0633072,-117.559261"
CARQUEST,CarQuest,101204,1011 N. FEDERAL BLVD,RIVERTON,WY,82501,3078562241,USA,"43.0358976,-108.3799923","43.0358976,-108.3799923"
CARQUEST,CarQuest,101205,44215 10TH STREET,LANCASTER,CA,93534,6619482880,USA,"34.6861015,-118.1490227","34.6861015,-118.1490227"
CARQUEST,CarQuest,101206,645 W. HOLT BLVD,ONTARIO,CA,91762,9099842401,USA,"34.0628798,-117.659527","34.0628798,-117.659527"
CARQUEST,CarQuest,101207,205 N. HERSHEY,POMONA,CA,91767,9096231251,USA,"34.0605562,-117.7271752","34.0605562,-117.7271752"
CARQUEST,CarQuest,101208,296 N. 5TH AVENUE,UPLAND,CA,91786,9099852791,USA,"34.0970984,-117.6448137","34.0970984,-117.6448137"
CARQUEST,CarQuest,101209,6015  PACIFIC ST   # 1,ROCKLIN,CA,95677,9166245186,USA,"38.7801924,-121.2431703","38.7801924,-121.2431703"
CARQUEST,CarQuest,101210,63897 US HWY 93,RONAN,MT,59864,4066763000,USA,"47.51434,-114.0970601","47.51434,-114.0970601"
CARQUEST,CarQuest,101211,21 KAREN RD,BELMONT,CA,94002,8003994769,USA,"37.5222242,-122.2675523","37.5222242,-122.2675523"
CARQUEST,CarQuest,101212,900 GILMAN ST,BERKELEY,CA,94710,5105288097,USA,"37.8794497,-122.3000901","37.8794497,-122.3000901"
CARQUEST,CarQuest,101213,955 FEE DRIVE,SACRAMENTO,CA,95815,9164891550,USA,"38.6008636,-121.4442787","38.6008636,-121.4442787"
CARQUEST,CarQuest,101214,730 S. BECKMAN ROAD SUITE C,LODI,CA,95240,2093694395,USA,"38.1259048,-121.2562393","38.1259048,-121.2562393"
CARQUEST,CarQuest,101215,1645 E MINER AVE,STOCKTON,CA,95205,2099431000,USA,"37.9594398,-121.2701026","37.9594398,-121.2701026"
CARQUEST,CarQuest,101216,7832  ARMOUR ST,SAN  DIEGO,CA,92111,8582774896,USA,"32.8204955,-117.1540027","32.8204955,-117.1540027"
CARQUEST,CarQuest,101217,4149 CARTAGENA DRIVE SUITE # C,SAN DIEGO,CA,92115,6192878558,USA,"32.7527773,-117.0614335","32.7527773,-117.0614335"
CARQUEST,CarQuest,101218,1490 MANAWAGONISH RD,SAINT JOHN,NB,E2M 3Y4,5066721511,CAN,"45.2387326,-66.1202685","45.2387326,-66.1202685"
CARQUEST,CarQuest,101219,416  NO. BROADWAY,SANTA MARIA,CA,93454,8059258691,USA,"34.9571999,-120.435358","34.9571999,-120.435358"
CARQUEST,CarQuest,101220,2150  SO.BROADWAY,SANTA  MARIA,CA,93454,8059224591,USA,"34.9214677,-120.435358","34.9214677,-120.435358"
CARQUEST,CarQuest,101221,400 E TRIMBLE RD,SAN JOSE,CA,95131,8003994769,USA,"37.3892228,-121.9211774","37.3892228,-121.9211774"
CARQUEST,CarQuest,101222,55 VIVIAN WAY,SAN RAFAEL,CA,94901,4154539300,USA,"37.9637162,-122.5087646","37.9637162,-122.5087646"
CARQUEST,CarQuest,101223,2109 S. HORNER BLVD,SANFORD,NC,27330,9197757955,USA,"35.4626627,-79.1484594","35.4626627,-79.1484594"
CARQUEST,CarQuest,101224,436 E GUTIERREZ ST,SANTA BARBARA,CA,93101,8059662201,USA,"34.4207801,-119.6884234","34.4207801,-119.6884234"
CARQUEST,CarQuest,101225,1038 PETALUMA HILL RD,SANTA ROSA,CA,95404,7075250260,USA,"38.4279355,-122.7101475","38.4279355,-122.7101475"
